Timestamp,NPK Level,Temperature (°C),Humidity (%),Ph Value,Diseased
28-11-2023 08:07,3,44,62,71,1
28-11-2023 08:08,2,24,40,61,1
28-11-2023 08:09,3,33,62,56,1
28-11-2023 08:10,1,21,64,86,0
28-11-2023 08:11,2,21,45,85,0
28-11-2023 08:12,3,41,54,76,1
28-11-2023 08:13,3,49,54,68,1
28-11-2023 08:14,3,24,64,82,1
28-11-2023 08:15,2,46,39,71,0
28-11-2023 08:16,1,23,54,75,0
28-11-2023 08:17,1,45,67,86,1
28-11-2023 08:18,1,35,65,71,0
28-11-2023 08:19,3,34,69,62,1
28-11-2023 08:20,1,26,46,57,1
28-11-2023 08:21,3,47,65,82,1
28-11-2023 08:22,2,45,56,58,0
28-11-2023 08:23,1,33,55,81,1
28-11-2023 08:24,2,28,69,62,1
28-11-2023 08:25,2,41,56,84,0
28-11-2023 08:26,1,31,60,76,0
28-11-2023 08:27,3,48,62,83,1
28-11-2023 08:28,1,19,53,66,0
28-11-2023 08:29,1,34,59,83,0
28-11-2023 08:30,3,44,59,66,0
28-11-2023 08:31,1,49,54,71,1
28-11-2023 08:32,2,31,66,77,0
28-11-2023 08:33,2,40,43,64,0
28-11-2023 08:34,1,30,58,65,0
28-11-2023 08:35,2,29,54,53,0
28-11-2023 08:36,2,19,70,59,0
28-11-2023 08:37,3,37,52,85,0
28-11-2023 08:38,2,36,40,59,1
28-11-2023 08:39,2,33,67,64,0
28-11-2023 08:40,3,38,39,72,0
28-11-2023 08:41,1,27,55,70,0
28-11-2023 08:42,1,28,55,74,1
28-11-2023 08:43,2,44,50,87,1
28-11-2023 08:44,2,36,49,64,0
28-11-2023 08:45,1,25,48,81,0
28-11-2023 08:46,3,24,40,74,0
28-11-2023 08:47,1,32,42,54,0
28-11-2023 08:48,3,23,59,86,0
28-11-2023 08:49,3,44,41,64,0
28-11-2023 08:50,1,20,40,71,1
28-11-2023 08:51,3,45,55,74,0
28-11-2023 08:52,2,19,53,87,1
28-11-2023 08:53,1,34,65,73,0
28-11-2023 08:54,2,21,40,68,1
28-11-2023 08:55,1,35,70,72,1
28-11-2023 08:56,3,26,51,77,0
28-11-2023 08:57,3,25,46,87,1
28-11-2023 08:58,1,43,61,72,0
28-11-2023 08:59,1,42,41,56,1
28-11-2023 09:00,3,20,61,55,1
28-11-2023 09:01,1,40,42,62,1
28-11-2023 09:02,2,29,65,77,0
28-11-2023 09:03,3,37,68,55,0
28-11-2023 09:04,1,22,41,55,0
28-11-2023 09:05,1,36,68,75,1
28-11-2023 09:06,2,21,62,68,1
28-11-2023 09:07,2,47,68,78,1
28-11-2023 09:08,1,42,70,85,1
28-11-2023 09:09,2,24,65,55,1
28-11-2023 09:10,2,40,64,78,0
28-11-2023 09:11,1,42,41,61,0
28-11-2023 09:12,3,35,46,75,1
28-11-2023 09:13,1,44,43,59,1
28-11-2023 09:14,1,41,44,58,1
28-11-2023 09:15,1,35,39,70,1
28-11-2023 09:16,3,46,54,61,1
28-11-2023 09:17,2,22,49,80,1
28-11-2023 09:18,1,49,57,75,0
28-11-2023 09:19,2,34,53,73,1
28-11-2023 09:20,3,49,62,58,1
28-11-2023 09:21,3,42,53,78,1
28-11-2023 09:22,1,33,38,75,1
28-11-2023 09:23,2,21,54,63,0
28-11-2023 09:24,1,38,40,62,0
28-11-2023 09:25,2,26,43,70,1
28-11-2023 09:26,2,38,60,83,1
28-11-2023 09:27,1,49,59,61,1
28-11-2023 09:28,2,42,50,73,0
28-11-2023 09:29,2,34,44,63,0
28-11-2023 09:30,1,45,56,76,1
28-11-2023 09:31,1,47,60,76,1
28-11-2023 09:32,3,29,58,81,0
28-11-2023 09:33,2,47,38,87,1
28-11-2023 09:34,2,44,66,82,0
28-11-2023 09:35,3,43,38,58,1
28-11-2023 09:36,2,42,57,83,1
28-11-2023 09:37,3,46,41,64,0
28-11-2023 09:38,2,24,42,87,1
28-11-2023 09:39,3,34,67,73,1
28-11-2023 09:40,2,37,52,79,0
28-11-2023 09:41,1,20,43,85,0
28-11-2023 09:42,2,43,39,60,1
28-11-2023 09:43,1,43,66,86,1
28-11-2023 09:44,3,26,41,54,1
28-11-2023 09:45,3,39,54,67,0
28-11-2023 09:46,1,34,68,64,1
28-11-2023 09:47,3,41,53,76,0
28-11-2023 09:48,3,22,40,72,1
28-11-2023 09:49,3,45,38,58,0
28-11-2023 09:50,2,29,45,70,1
28-11-2023 09:51,2,46,56,72,0
28-11-2023 09:52,1,42,38,83,1
28-11-2023 09:53,1,40,61,60,0
28-11-2023 09:54,3,25,52,74,0
28-11-2023 09:55,2,33,46,81,1
28-11-2023 09:56,2,46,62,76,0
28-11-2023 09:57,1,48,61,53,1
28-11-2023 09:58,2,49,68,61,0
28-11-2023 09:59,2,34,50,86,1
28-11-2023 10:00,2,32,61,78,0
28-11-2023 10:01,3,38,40,63,0
28-11-2023 10:02,1,41,44,62,1
28-11-2023 10:03,2,23,46,54,0
28-11-2023 10:04,1,41,50,83,0
28-11-2023 10:05,3,21,64,56,1
28-11-2023 10:06,2,42,62,67,0
28-11-2023 10:07,2,44,55,83,0
28-11-2023 10:08,2,47,39,65,1
28-11-2023 10:09,1,27,49,55,0
28-11-2023 10:10,1,19,44,67,0
28-11-2023 10:11,3,41,46,69,1
28-11-2023 10:12,3,21,65,78,0
28-11-2023 10:13,3,35,65,82,0
28-11-2023 10:14,3,31,46,86,1
28-11-2023 10:15,1,33,51,82,0
28-11-2023 10:16,2,24,52,53,0
28-11-2023 10:17,3,42,67,82,0
28-11-2023 10:18,3,38,47,53,0
28-11-2023 10:19,2,27,59,75,1
28-11-2023 10:20,3,30,65,80,0
28-11-2023 10:21,3,43,57,71,0
28-11-2023 10:22,3,47,66,74,1
28-11-2023 10:23,3,19,65,77,0
28-11-2023 10:24,1,36,60,74,0
28-11-2023 10:25,1,37,67,61,0
28-11-2023 10:26,3,30,65,84,0
28-11-2023 10:27,1,39,56,85,0
28-11-2023 10:28,2,24,54,61,1
28-11-2023 10:29,3,38,45,66,1
28-11-2023 10:30,3,21,47,54,0
28-11-2023 10:31,2,37,61,60,1
28-11-2023 10:32,1,30,47,65,1
28-11-2023 10:33,1,24,49,84,0
28-11-2023 10:34,3,32,61,65,1
28-11-2023 10:35,1,37,66,57,1
28-11-2023 10:36,1,38,70,55,1
28-11-2023 10:37,1,19,43,65,0
28-11-2023 10:38,1,30,66,75,0
28-11-2023 10:39,2,26,67,82,0
28-11-2023 10:40,3,43,67,68,1
28-11-2023 10:41,1,21,65,75,0
28-11-2023 10:42,2,36,69,66,0
28-11-2023 10:43,2,48,59,84,0
28-11-2023 10:44,1,33,57,74,1
28-11-2023 10:45,2,45,63,60,1
28-11-2023 10:46,3,35,43,67,0
28-11-2023 10:47,2,31,55,86,0
28-11-2023 10:48,1,44,68,65,0
28-11-2023 10:49,3,42,44,78,0
28-11-2023 10:50,3,41,52,82,0
28-11-2023 10:51,3,23,58,62,1
28-11-2023 10:52,3,29,51,54,1
28-11-2023 10:53,3,33,43,71,1
28-11-2023 10:54,1,33,45,84,0
28-11-2023 10:55,2,44,63,75,0
28-11-2023 10:56,1,43,62,59,0
28-11-2023 10:57,3,23,62,79,1
28-11-2023 10:58,2,35,68,66,1
28-11-2023 10:59,2,48,68,65,1
28-11-2023 11:00,1,35,66,66,0
28-11-2023 11:01,1,21,52,79,0
28-11-2023 11:02,1,44,51,76,1
28-11-2023 11:03,2,28,40,59,1
28-11-2023 11:04,3,46,64,59,0
28-11-2023 11:05,1,22,57,75,1
28-11-2023 11:06,2,25,45,75,0
28-11-2023 11:07,3,49,58,82,0
28-11-2023 11:08,2,19,56,65,0
28-11-2023 11:09,2,24,44,78,1
28-11-2023 11:10,1,39,64,60,0
28-11-2023 11:11,2,28,46,70,1
28-11-2023 11:12,3,44,47,87,0
28-11-2023 11:13,2,39,57,55,0
28-11-2023 11:14,2,40,40,70,0
28-11-2023 11:15,3,33,59,53,0
28-11-2023 11:16,3,24,49,83,0
28-11-2023 11:17,3,49,44,86,0
28-11-2023 11:18,1,22,60,81,1
28-11-2023 11:19,2,31,39,87,1
28-11-2023 11:20,1,35,44,70,1
28-11-2023 11:21,2,23,48,57,1
28-11-2023 11:22,1,43,64,69,1
28-11-2023 11:23,1,41,70,75,1
28-11-2023 11:24,2,20,47,63,1
28-11-2023 11:25,1,24,41,67,0
28-11-2023 11:26,3,29,62,76,1
28-11-2023 11:27,2,40,42,85,0
28-11-2023 11:28,2,19,40,69,1
28-11-2023 11:29,2,44,44,85,1
28-11-2023 11:30,1,20,64,55,0
28-11-2023 11:31,3,40,70,66,1
28-11-2023 11:32,2,25,39,75,1
28-11-2023 11:33,1,19,40,74,0
28-11-2023 11:34,2,41,51,57,1
28-11-2023 11:35,3,43,40,65,1
28-11-2023 11:36,2,25,61,78,1
28-11-2023 11:37,2,35,58,75,0
28-11-2023 11:38,1,48,64,85,0
28-11-2023 11:39,1,27,58,80,0
28-11-2023 11:40,2,29,60,84,1
28-11-2023 11:41,1,42,40,79,1
28-11-2023 11:42,1,36,47,61,1
28-11-2023 11:43,3,48,47,83,1
28-11-2023 11:44,1,47,58,73,1
28-11-2023 11:45,1,38,56,60,0
28-11-2023 11:46,3,45,70,80,0
28-11-2023 11:47,1,31,61,74,0
28-11-2023 11:48,1,31,69,81,1
28-11-2023 11:49,1,31,40,70,1
28-11-2023 11:50,2,19,42,79,0
28-11-2023 11:51,2,49,60,54,1
28-11-2023 11:52,3,48,57,63,1
28-11-2023 11:53,3,21,44,76,0
28-11-2023 11:54,2,19,38,78,0
28-11-2023 11:55,1,46,66,85,1
28-11-2023 11:56,1,39,57,60,0
28-11-2023 11:57,3,49,58,56,0
28-11-2023 11:58,3,20,68,86,1
28-11-2023 11:59,3,47,67,87,0
28-11-2023 12:00,2,24,59,79,1
28-11-2023 12:01,2,44,53,83,1
28-11-2023 12:02,3,49,40,75,1
28-11-2023 12:03,3,19,68,84,0
28-11-2023 12:04,2,33,45,86,1
28-11-2023 12:05,3,28,67,69,1
28-11-2023 12:06,3,44,53,76,1
28-11-2023 12:07,2,38,70,79,0
28-11-2023 12:08,3,35,49,64,0
28-11-2023 12:09,3,23,54,87,0
28-11-2023 12:10,3,48,56,68,1
28-11-2023 12:11,3,35,57,71,1
28-11-2023 12:12,1,44,39,55,1
28-11-2023 12:13,1,43,41,63,0
28-11-2023 12:14,1,23,51,82,0
28-11-2023 12:15,3,23,57,79,0
28-11-2023 12:16,1,39,69,75,0
28-11-2023 12:17,3,43,41,71,0
28-11-2023 12:18,3,41,48,83,0
28-11-2023 12:19,1,32,56,67,1
28-11-2023 12:20,3,22,42,55,1
28-11-2023 12:21,2,32,49,71,0
28-11-2023 12:22,3,24,67,53,1
28-11-2023 12:23,2,41,68,71,0
28-11-2023 12:24,1,32,62,87,0
28-11-2023 12:25,3,37,49,74,0
28-11-2023 12:26,3,21,40,64,0
28-11-2023 12:27,2,21,44,71,0
28-11-2023 12:28,2,44,47,56,0
28-11-2023 12:29,3,22,57,82,0
28-11-2023 12:30,2,21,51,66,1
28-11-2023 12:31,1,22,66,79,1
28-11-2023 12:32,3,22,59,66,0
28-11-2023 12:33,3,35,70,53,1
28-11-2023 12:34,3,35,67,62,0
28-11-2023 12:35,3,42,59,83,0
28-11-2023 12:36,3,47,42,54,0
28-11-2023 12:37,1,37,57,82,1
28-11-2023 12:38,2,27,62,64,0
28-11-2023 12:39,3,26,45,62,0
28-11-2023 12:40,1,49,49,60,0
28-11-2023 12:41,2,37,57,57,1
28-11-2023 12:42,1,26,41,73,1
28-11-2023 12:43,2,23,51,79,1
28-11-2023 12:44,2,24,51,75,0
28-11-2023 12:45,2,29,68,76,0
28-11-2023 12:46,3,40,51,54,0
28-11-2023 12:47,2,43,40,58,1
28-11-2023 12:48,2,29,58,75,0
28-11-2023 12:49,3,26,48,70,0
28-11-2023 12:50,3,46,41,83,0
28-11-2023 12:51,1,43,58,56,0
28-11-2023 12:52,3,21,68,63,1
28-11-2023 12:53,3,37,44,82,0
28-11-2023 12:54,3,38,39,76,1
28-11-2023 12:55,3,21,46,86,1
28-11-2023 12:56,2,46,65,67,1
28-11-2023 12:57,1,21,69,57,0
28-11-2023 12:58,3,45,66,79,0
28-11-2023 12:59,2,35,68,55,0
28-11-2023 13:00,2,49,64,69,1
28-11-2023 13:01,1,36,62,87,1
28-11-2023 13:02,3,33,41,56,0
28-11-2023 13:03,3,36,50,66,0
28-11-2023 13:04,2,47,44,83,0
28-11-2023 13:05,3,38,67,84,0
28-11-2023 13:06,3,37,41,76,0
28-11-2023 13:07,2,20,50,79,1
28-11-2023 13:08,2,35,67,67,0
28-11-2023 13:09,2,38,69,68,0
28-11-2023 13:10,2,42,66,53,1
28-11-2023 13:11,1,25,61,79,1
28-11-2023 13:12,3,37,62,53,1
28-11-2023 13:13,2,37,50,60,1
28-11-2023 13:14,3,20,65,56,0
28-11-2023 13:15,2,29,39,58,0
28-11-2023 13:16,3,49,59,62,1
28-11-2023 13:17,3,28,39,83,0
28-11-2023 13:18,3,30,66,72,1
28-11-2023 13:19,2,34,56,60,0
28-11-2023 13:20,2,36,44,59,1
28-11-2023 13:21,2,35,50,69,1
28-11-2023 13:22,2,43,52,81,1
28-11-2023 13:23,2,40,56,59,0
28-11-2023 13:24,1,38,53,74,0
28-11-2023 13:25,1,30,70,58,0
28-11-2023 13:26,2,29,58,79,1
28-11-2023 13:27,2,26,61,66,1
28-11-2023 13:28,1,29,53,82,0
28-11-2023 13:29,1,20,52,66,1
28-11-2023 13:30,2,41,62,74,0
28-11-2023 13:31,2,31,39,66,1
28-11-2023 13:32,3,26,62,62,1
28-11-2023 13:33,2,29,56,71,0
28-11-2023 13:34,3,39,45,54,0
28-11-2023 13:35,1,30,43,55,0
28-11-2023 13:36,2,40,43,75,0
28-11-2023 13:37,3,28,39,57,0
28-11-2023 13:38,1,21,52,70,1
28-11-2023 13:39,2,31,60,67,0
28-11-2023 13:40,2,42,52,60,0
28-11-2023 13:41,2,19,53,82,0
28-11-2023 13:42,3,45,44,77,0
28-11-2023 13:43,3,33,44,86,1
28-11-2023 13:44,2,47,46,53,1
28-11-2023 13:45,2,44,46,79,1
28-11-2023 13:46,1,19,62,69,0
28-11-2023 13:47,3,47,66,82,1
28-11-2023 13:48,3,30,53,82,1
28-11-2023 13:49,1,20,44,75,0
28-11-2023 13:50,2,38,56,85,1
28-11-2023 13:51,3,32,70,85,1
28-11-2023 13:52,2,47,53,83,1
28-11-2023 13:53,2,44,45,76,0
28-11-2023 13:54,1,32,50,81,0
28-11-2023 13:55,3,25,45,74,0
28-11-2023 13:56,3,31,48,87,1
28-11-2023 13:57,1,27,63,56,1
28-11-2023 13:58,3,36,56,74,0
28-11-2023 13:59,3,32,49,53,1
28-11-2023 14:00,2,29,57,60,1
28-11-2023 14:01,1,42,54,59,1
28-11-2023 14:02,1,31,45,56,1
28-11-2023 14:03,1,21,39,63,0
28-11-2023 14:04,1,19,62,81,1
28-11-2023 14:05,3,27,48,71,0
28-11-2023 14:06,2,20,63,73,0
28-11-2023 14:07,1,38,54,75,1
28-11-2023 14:08,1,30,52,82,0
28-11-2023 14:09,3,22,48,62,1
28-11-2023 14:10,3,35,59,78,1
28-11-2023 14:11,3,44,45,72,0
28-11-2023 14:12,3,33,40,69,1
28-11-2023 14:13,3,30,55,67,0
28-11-2023 14:14,3,34,52,80,1
28-11-2023 14:15,2,28,43,82,1
28-11-2023 14:16,2,21,48,53,1
28-11-2023 14:17,3,40,53,87,0
28-11-2023 14:18,1,29,67,63,0
28-11-2023 14:19,1,32,56,53,0
28-11-2023 14:20,3,31,60,68,0
28-11-2023 14:21,1,43,52,72,1
28-11-2023 14:22,2,31,50,58,0
28-11-2023 14:23,1,31,46,65,1
28-11-2023 14:24,2,20,66,72,1
28-11-2023 14:25,1,31,59,72,0
28-11-2023 14:26,1,30,67,80,0
28-11-2023 14:27,2,40,43,54,1
28-11-2023 14:28,2,43,62,69,0
28-11-2023 14:29,1,48,65,82,1
28-11-2023 14:30,3,45,56,78,0
28-11-2023 14:31,1,23,70,70,0
28-11-2023 14:32,1,32,47,53,1
28-11-2023 14:33,1,19,62,60,0
28-11-2023 14:34,2,19,51,58,0
28-11-2023 14:35,2,46,40,59,1
28-11-2023 14:36,1,29,63,56,1
28-11-2023 14:37,1,41,58,85,0
28-11-2023 14:38,3,48,68,84,1
28-11-2023 14:39,1,34,69,53,1
28-11-2023 14:40,1,27,45,81,1
28-11-2023 14:41,1,33,49,83,1
28-11-2023 14:42,2,39,48,71,0
28-11-2023 14:43,1,28,59,74,1
28-11-2023 14:44,2,42,70,68,1
28-11-2023 14:45,1,35,63,73,0
28-11-2023 14:46,2,38,45,57,0
28-11-2023 14:47,1,31,58,84,0
28-11-2023 14:48,1,26,40,71,1
28-11-2023 14:49,2,29,60,70,1
28-11-2023 14:50,3,25,58,60,0
28-11-2023 14:51,1,30,68,81,0
28-11-2023 14:52,1,49,66,77,0
28-11-2023 14:53,3,32,63,84,0
28-11-2023 14:54,3,22,39,68,1
28-11-2023 14:55,3,27,60,79,0
28-11-2023 14:56,1,33,41,87,1
28-11-2023 14:57,2,24,54,73,0
28-11-2023 14:58,1,40,40,85,0
28-11-2023 14:59,3,39,46,80,1
28-11-2023 15:00,3,25,53,54,0
28-11-2023 15:01,1,23,50,69,0
28-11-2023 15:02,2,34,68,63,0
28-11-2023 15:03,3,25,54,62,0
28-11-2023 15:04,3,23,62,79,1
28-11-2023 15:05,3,22,39,62,1
28-11-2023 15:06,1,43,39,54,0
28-11-2023 15:07,3,20,58,76,0
28-11-2023 15:08,3,41,41,74,0
28-11-2023 15:09,2,31,47,87,1
28-11-2023 15:10,2,48,57,68,1
28-11-2023 15:11,3,40,51,65,1
28-11-2023 15:12,1,33,70,63,0
28-11-2023 15:13,2,25,39,72,1
28-11-2023 15:14,3,31,49,63,0
28-11-2023 15:15,2,47,67,79,1
28-11-2023 15:16,3,24,58,63,0
28-11-2023 15:17,2,19,50,69,0
28-11-2023 15:18,1,44,70,53,0
28-11-2023 15:19,2,35,62,85,0
28-11-2023 15:20,1,43,67,64,1
28-11-2023 15:21,1,46,64,75,1
28-11-2023 15:22,3,36,43,87,0
28-11-2023 15:23,1,26,46,71,1
28-11-2023 15:24,2,42,61,84,1
28-11-2023 15:25,3,24,47,79,0
28-11-2023 15:26,2,40,52,70,0
28-11-2023 15:27,1,37,49,87,0
28-11-2023 15:28,2,24,43,60,0
28-11-2023 15:29,1,40,39,87,0
28-11-2023 15:30,3,22,48,74,0
28-11-2023 15:31,1,21,69,54,0
28-11-2023 15:32,3,49,61,60,0
28-11-2023 15:33,2,27,65,53,0
28-11-2023 15:34,2,31,67,60,1
28-11-2023 15:35,2,46,38,56,1
28-11-2023 15:36,3,21,43,82,1
28-11-2023 15:37,2,26,56,79,1
28-11-2023 15:38,1,38,68,83,0
28-11-2023 15:39,2,32,60,81,0
28-11-2023 15:40,2,43,45,80,1
28-11-2023 15:41,3,23,49,56,0
28-11-2023 15:42,1,26,42,84,1
28-11-2023 15:43,1,44,41,63,1
28-11-2023 15:44,2,25,69,71,0
28-11-2023 15:45,2,39,68,69,0
28-11-2023 15:46,2,21,44,59,1
28-11-2023 15:47,3,39,60,77,1
28-11-2023 15:48,1,20,65,53,1
28-11-2023 15:49,2,29,48,82,0
28-11-2023 15:50,1,43,62,71,0
28-11-2023 15:51,1,25,55,84,0
28-11-2023 15:52,1,19,46,84,1
28-11-2023 15:53,3,45,67,81,0
28-11-2023 15:54,3,33,64,82,0
28-11-2023 15:55,3,26,46,55,0
28-11-2023 15:56,3,36,61,54,0
28-11-2023 15:57,3,41,61,54,0
28-11-2023 15:58,1,40,42,56,0
28-11-2023 15:59,1,27,65,71,1
28-11-2023 16:00,3,29,38,83,0
28-11-2023 16:01,2,48,64,75,0
28-11-2023 16:02,1,31,54,55,0
28-11-2023 16:03,3,34,62,67,1
28-11-2023 16:04,2,32,55,53,0
28-11-2023 16:05,3,23,38,75,0
28-11-2023 16:06,2,30,58,75,1
28-11-2023 16:07,1,22,57,56,1
28-11-2023 16:08,2,43,65,67,1
28-11-2023 16:09,1,31,69,71,0
28-11-2023 16:10,1,40,61,81,0
28-11-2023 16:11,1,29,66,76,1
28-11-2023 16:12,1,38,47,86,1
28-11-2023 16:13,1,25,65,78,1
28-11-2023 16:14,2,28,62,58,1
28-11-2023 16:15,3,23,56,86,0
28-11-2023 16:16,1,39,64,60,1
28-11-2023 16:17,1,44,47,81,1
28-11-2023 16:18,1,47,68,86,1
28-11-2023 16:19,2,21,49,82,1
28-11-2023 16:20,1,26,53,60,1
28-11-2023 16:21,1,33,67,80,1
28-11-2023 16:22,1,27,51,81,1
28-11-2023 16:23,2,49,64,78,0
28-11-2023 16:24,1,30,53,76,1
28-11-2023 16:25,1,40,42,81,1
28-11-2023 16:26,3,48,63,86,0
28-11-2023 16:27,1,38,40,79,1
28-11-2023 16:28,3,48,48,84,0
28-11-2023 16:29,2,34,49,63,1
28-11-2023 16:30,3,23,40,57,0
28-11-2023 16:31,1,44,46,71,1
28-11-2023 16:32,3,39,46,84,1
28-11-2023 16:33,2,43,54,72,0
28-11-2023 16:34,1,39,68,80,0
28-11-2023 16:35,2,46,59,60,1
28-11-2023 16:36,2,48,58,70,0
28-11-2023 16:37,1,32,43,85,0
28-11-2023 16:38,3,19,68,67,0
28-11-2023 16:39,1,25,45,57,0
28-11-2023 16:40,1,49,53,63,1
28-11-2023 16:41,2,27,41,68,1
28-11-2023 16:42,2,44,47,81,1
28-11-2023 16:43,1,44,64,86,0
28-11-2023 16:44,1,41,66,62,1
28-11-2023 16:45,2,30,53,54,1
28-11-2023 16:46,3,27,42,63,1
28-11-2023 16:47,3,40,65,54,1
28-11-2023 16:48,1,44,69,74,1
28-11-2023 16:49,3,23,47,79,0
28-11-2023 16:50,2,22,69,65,1
28-11-2023 16:51,2,43,64,83,1
28-11-2023 16:52,3,33,69,86,1
28-11-2023 16:53,3,42,55,80,1
28-11-2023 16:54,1,38,59,61,0
28-11-2023 16:55,3,19,53,69,0
28-11-2023 16:56,3,47,54,58,0
28-11-2023 16:57,3,43,49,82,1
28-11-2023 16:58,1,20,47,65,1
28-11-2023 16:59,3,42,50,75,1
28-11-2023 17:00,3,36,47,63,1
28-11-2023 17:01,1,33,54,82,0
28-11-2023 17:02,3,25,57,85,0
28-11-2023 17:03,3,27,55,87,0
28-11-2023 17:04,3,27,57,64,0
28-11-2023 17:05,2,43,66,82,1
28-11-2023 17:06,3,35,53,57,0
28-11-2023 17:07,3,47,43,58,1
28-11-2023 17:08,1,25,41,76,1
28-11-2023 17:09,1,34,49,62,1
28-11-2023 17:10,1,22,45,68,0
28-11-2023 17:11,2,46,42,84,0
28-11-2023 17:12,3,49,70,54,0
28-11-2023 17:13,1,34,55,60,0
28-11-2023 17:14,2,24,62,64,0
28-11-2023 17:15,3,30,42,84,1
28-11-2023 17:16,3,43,38,55,0
28-11-2023 17:17,2,36,70,54,0
28-11-2023 17:18,3,41,63,85,1
28-11-2023 17:19,2,30,68,53,1
28-11-2023 17:20,3,29,46,79,1
28-11-2023 17:21,3,48,54,55,0
28-11-2023 17:22,2,30,51,64,1
28-11-2023 17:23,3,34,62,63,1
28-11-2023 17:24,3,20,49,80,0
28-11-2023 17:25,1,37,63,56,0
28-11-2023 17:26,1,35,62,80,1
28-11-2023 17:27,2,23,55,53,0
28-11-2023 17:28,3,40,51,74,1
28-11-2023 17:29,3,22,59,70,0
28-11-2023 17:30,2,41,40,87,1
28-11-2023 17:31,2,39,51,80,1
28-11-2023 17:32,2,29,68,81,0
28-11-2023 17:33,2,21,40,84,0
28-11-2023 17:34,2,48,61,55,0
28-11-2023 17:35,1,29,49,81,1
28-11-2023 17:36,1,33,59,74,0
28-11-2023 17:37,1,41,40,61,1
28-11-2023 17:38,1,36,42,69,0
28-11-2023 17:39,2,38,46,87,0
28-11-2023 17:40,2,45,70,64,1
28-11-2023 17:41,1,43,70,69,0
28-11-2023 17:42,1,35,43,85,0
28-11-2023 17:43,2,25,53,77,1
28-11-2023 17:44,3,20,45,70,0
28-11-2023 17:45,2,46,62,67,1
28-11-2023 17:46,1,28,69,64,0
28-11-2023 17:47,2,38,70,62,1
28-11-2023 17:48,2,39,49,76,1
28-11-2023 17:49,2,47,40,55,0
28-11-2023 17:50,3,40,66,76,0
28-11-2023 17:51,3,30,43,63,0
28-11-2023 17:52,3,37,52,81,1
28-11-2023 17:53,3,33,65,57,0
28-11-2023 17:54,2,41,68,57,0
28-11-2023 17:55,1,44,48,63,1
28-11-2023 17:56,3,35,66,60,1
28-11-2023 17:57,3,39,46,87,0
28-11-2023 17:58,1,47,53,77,0
28-11-2023 17:59,1,43,40,84,0
28-11-2023 18:00,3,32,62,53,0
28-11-2023 18:01,2,41,50,87,1
28-11-2023 18:02,2,23,53,62,1
28-11-2023 18:03,1,39,40,71,0
28-11-2023 18:04,3,29,50,87,1
28-11-2023 18:05,1,39,57,87,1
28-11-2023 18:06,2,32,68,84,1
28-11-2023 18:07,1,35,68,55,0
28-11-2023 18:08,3,48,50,65,0
28-11-2023 18:09,3,35,65,55,0
28-11-2023 18:10,2,45,65,77,1
28-11-2023 18:11,2,22,57,69,1
28-11-2023 18:12,2,21,48,77,0
28-11-2023 18:13,3,28,68,82,0
28-11-2023 18:14,2,36,47,84,0
28-11-2023 18:15,2,45,44,63,0
28-11-2023 18:16,2,41,49,81,0
28-11-2023 18:17,1,25,53,54,0
28-11-2023 18:18,1,48,70,73,0
28-11-2023 18:19,2,24,56,57,1
28-11-2023 18:20,2,37,49,69,0
28-11-2023 18:21,3,35,39,67,0
28-11-2023 18:22,2,33,39,81,0
28-11-2023 18:23,3,24,69,68,0
28-11-2023 18:24,2,27,48,74,0
28-11-2023 18:25,3,45,65,68,0
28-11-2023 18:26,2,32,58,67,1
28-11-2023 18:27,1,22,49,82,0
28-11-2023 18:28,1,44,58,59,1
28-11-2023 18:29,2,49,42,56,1
28-11-2023 18:30,3,32,50,53,1
28-11-2023 18:31,3,27,39,63,0
28-11-2023 18:32,1,48,39,83,1
28-11-2023 18:33,3,24,65,57,0
28-11-2023 18:34,1,35,62,53,0
28-11-2023 18:35,2,19,40,87,1
28-11-2023 18:36,2,28,67,64,1
28-11-2023 18:37,2,32,54,74,0
28-11-2023 18:38,3,47,66,62,0
28-11-2023 18:39,3,49,64,56,0
28-11-2023 18:40,1,32,63,80,0
28-11-2023 18:41,3,48,47,75,1
28-11-2023 18:42,2,25,52,79,0
28-11-2023 18:43,3,24,45,86,0
28-11-2023 18:44,1,43,53,73,1
28-11-2023 18:45,2,40,53,85,1
28-11-2023 18:46,2,27,67,63,0
28-11-2023 18:47,1,21,51,61,0
28-11-2023 18:48,1,22,38,55,0
28-11-2023 18:49,3,48,64,71,1
28-11-2023 18:50,2,49,57,63,0
28-11-2023 18:51,3,30,54,58,1
28-11-2023 18:52,2,42,49,78,1
28-11-2023 18:53,1,20,55,75,0
28-11-2023 18:54,2,27,43,64,0
28-11-2023 18:55,3,41,55,61,0
28-11-2023 18:56,1,48,66,76,1
28-11-2023 18:57,1,46,66,82,0
28-11-2023 18:58,1,33,53,70,1
28-11-2023 18:59,3,49,55,77,0
28-11-2023 19:00,1,42,52,63,1
28-11-2023 19:01,3,39,38,72,0
28-11-2023 19:02,2,27,51,83,0
28-11-2023 19:03,3,41,59,79,0
28-11-2023 19:04,1,28,67,73,1
28-11-2023 19:05,2,24,59,83,1
28-11-2023 19:06,1,34,43,74,0
28-11-2023 19:07,2,48,56,63,0
28-11-2023 19:08,3,35,65,61,1
28-11-2023 19:09,2,23,58,58,0
28-11-2023 19:10,3,44,70,56,0
